x,y,date
-3,0.137145522516221,1933-07-03T00:00:00Z
-2.96984924623116,0.158333801664412,1933-07-04T00:00:00Z
-2.93969849246231,-0.51090932590887,1933-07-05T00:00:00Z
-2.90954773869347,-0.465180268976837,1933-07-06T00:00:00Z
-2.87939698492462,-0.682842328213155,1933-07-07T00:00:00Z
-2.84924623115578,0.629466707352549,1933-07-08T00:00:00Z
-2.81909547738693,0.894064520020038,1933-07-09T00:00:00Z
-2.78894472361809,-0.175765234511346,1933-07-10T00:00:00Z
-2.75879396984925,0.369153557345271,1933-07-11T00:00:00Z
-2.7286432160804,0.535870774183422,1933-07-12T00:00:00Z
-2.69849246231156,-0.971960306633264,1933-07-13T00:00:00Z
-2.66834170854271,0.156931360717863,1933-07-14T00:00:00Z
-2.63819095477387,-0.100318043492734,1933-07-15T00:00:00Z
-2.60804020100502,0.534340331330895,1933-07-16T00:00:00Z
-2.57788944723618,0.803489314392209,1933-07-17T00:00:00Z
-2.54773869346734,0.155675248242915,1933-07-18T00:00:00Z
-2.51758793969849,0.676709913648665,1933-07-19T00:00:00Z
-2.48743718592965,-0.334580641239882,1933-07-20T00:00:00Z
-2.4572864321608,0.304720651824027,1933-07-21T00:00:00Z
-2.42713567839196,-0.558480671141297,1933-07-22T00:00:00Z
-2.39698492462312,-0.495908549521118,1933-07-23T00:00:00Z
-2.36683417085427,-0.586818241979927,1933-07-24T00:00:00Z
-2.33668341708543,-0.827595407608896,1933-07-25T00:00:00Z
-2.30653266331658,0.227277101483196,1933-07-26T00:00:00Z
-2.27638190954774,0.468581402208656,1933-07-27T00:00:00Z
-2.24623115577889,0.511017910204828,1933-07-28T00:00:00Z
-2.21608040201005,0.22418594174087,1933-07-29T00:00:00Z
-2.18592964824121,-0.86755779478699,1933-07-30T00:00:00Z
-2.15577889447236,-0.166977069340646,1933-07-31T00:00:00Z
-2.12562814070352,-0.246534876525402,1933-08-01T00:00:00Z
-2.09547738693467,-0.907521207351238,1933-08-02T00:00:00Z
-2.06532663316583,-0.755232409574091,1933-08-03T00:00:00Z
-2.03517587939699,-0.460033433046192,1933-08-04T00:00:00Z
-2.00502512562814,-0.284229244105518,1933-08-05T00:00:00Z
-1.9748743718593,-0.397794413380325,1933-08-06T00:00:00Z
-1.94472361809045,-0.393249162938446,1933-08-07T00:00:00Z
-1.91457286432161,0.703179107047617,1933-08-08T00:00:00Z
-1.88442211055276,0.782890917733312,1933-08-09T00:00:00Z
-1.85427135678392,0.6461745146662,1933-08-10T00:00:00Z
-1.82412060301508,-0.329393247608095,1933-08-11T00:00:00Z
-1.79396984924623,0.575519914273173,1933-08-12T00:00:00Z
-1.76381909547739,0.864528132602572,1933-08-13T00:00:00Z
-1.73366834170854,0.0382483219727874,1933-08-14T00:00:00Z
-1.7035175879397,0.348679442889988,1933-08-15T00:00:00Z
-1.67336683417085,0.275736088398844,1933-08-16T00:00:00Z
-1.64321608040201,0.865432839374989,1933-08-17T00:00:00Z
-1.61306532663317,0.917344443965703,1933-08-18T00:00:00Z
-1.58291457286432,0.986583979334682,1933-08-19T00:00:00Z
-1.55276381909548,0.671057902742177,1933-08-20T00:00:00Z
-1.52261306532663,-0.785816886927933,1933-08-21T00:00:00Z
-1.49246231155779,-0.0829674489796162,1933-08-22T00:00:00Z
-1.46231155778894,-0.407598686404526,1933-08-23T00:00:00Z
-1.4321608040201,-0.54137289011851,1933-08-24T00:00:00Z
-1.40201005025126,0.477588906418532,1933-08-25T00:00:00Z
-1.37185929648241,0.585351837798953,1933-08-26T00:00:00Z
-1.34170854271357,-0.816757317632437,1933-08-27T00:00:00Z
-1.31155778894472,0.281663727480918,1933-08-28T00:00:00Z
-1.28140703517588,-0.840483000967652,1933-08-29T00:00:00Z
-1.25125628140704,-0.614617282990366,1933-08-30T00:00:00Z
-1.22110552763819,0.243110430892557,1933-08-31T00:00:00Z
-1.19095477386935,-0.848256249912083,1933-09-01T00:00:00Z
-1.1608040201005,-0.660385800525546,1933-09-02T00:00:00Z
-1.13065326633166,0.0265217097476125,1933-09-03T00:00:00Z
-1.10050251256281,0.37018289975822,1933-09-04T00:00:00Z
-1.07035175879397,-0.268254994414747,1933-09-05T00:00:00Z
-1.04020100502513,-0.878158845938742,1933-09-06T00:00:00Z
-1.01005025125628,-0.783585884142667,1933-09-07T00:00:00Z
-0.979899497487437,-0.172049306333065,1933-09-08T00:00:00Z
-0.949748743718593,0.296533202752471,1933-09-09T00:00:00Z
-0.919597989949749,0.0688179768621922,1933-09-10T00:00:00Z
-0.889447236180905,0.43022896302864,1933-09-11T00:00:00Z
-0.859296482412061,0.449249012861401,1933-09-12T00:00:00Z
-0.829145728643216,-0.468120217323303,1933-09-13T00:00:00Z
-0.798994974874372,0.37428867444396,1933-09-14T00:00:00Z
-0.768844221105528,0.851926428731531,1933-09-15T00:00:00Z
-0.738693467336684,0.161044796463102,1933-09-16T00:00:00Z
-0.708542713567839,0.693334775976837,1933-09-17T00:00:00Z
-0.678391959798995,-0.183638409245759,1933-09-18T00:00:00Z
-0.648241206030151,-0.795279324986041,1933-09-19T00:00:00Z
-0.618090452261307,0.785702340770513,1933-09-20T00:00:00Z
-0.587939698492463,-0.975019336212426,1933-09-21T00:00:00Z
-0.557788944723618,0.887584253679961,1933-09-22T00:00:00Z
-0.527638190954774,0.339343096595258,1933-09-23T00:00:00Z
-0.49748743718593,-0.795802311971784,1933-09-24T00:00:00Z
-0.467336683417086,0.0532589550130069,1933-09-25T00:00:00Z
-0.437185929648241,0.381344544701278,1933-09-26T00:00:00Z
-0.407035175879397,-0.3557093385607,1933-09-27T00:00:00Z
-0.376884422110553,-0.121605989057571,1933-09-28T00:00:00Z
-0.346733668341709,0.865866336971521,1933-09-29T00:00:00Z
-0.316582914572864,0.565832506399602,1933-09-30T00:00:00Z
-0.28643216080402,-0.61107659433037,1933-10-01T00:00:00Z
-0.256281407035176,-0.770737710408866,1933-10-02T00:00:00Z
-0.226130653266332,0.690788598265499,1933-10-03T00:00:00Z
-0.195979899497488,0.0937300343066454,1933-10-04T00:00:00Z
-0.165829145728643,-0.68726388271898,1933-10-05T00:00:00Z
-0.135678391959799,0.819581725634634,1933-10-06T00:00:00Z
-0.105527638190955,-0.15053988667205,1933-10-07T00:00:00Z
-0.0753768844221105,-0.542714752722532,1933-10-08T00:00:00Z
-0.0452261306532664,0.0875038793310523,1933-10-09T00:00:00Z
-0.0150753768844223,0.703685914166272,1933-10-10T00:00:00Z
0.0150753768844218,0.469370964448899,1933-10-11T00:00:00Z
0.0452261306532664,0.791015007998794,1933-10-12T00:00:00Z
0.0753768844221105,-0.436102047562599,1933-10-13T00:00:00Z
0.105527638190955,-0.215445268899202,1933-10-14T00:00:00Z
0.135678391959799,0.351344957947731,1933-10-15T00:00:00Z
0.165829145728643,-0.0672410423867404,1933-10-16T00:00:00Z
0.195979899497488,0.216111827641726,1933-10-17T00:00:00Z
0.226130653266332,-0.310837613418698,1933-10-18T00:00:00Z
0.256281407035176,0.136202547699213,1933-10-19T00:00:00Z
0.28643216080402,0.382178669795394,1933-10-20T00:00:00Z
0.316582914572864,0.857634849846363,1933-10-21T00:00:00Z
0.346733668341709,0.456034397706389,1933-10-22T00:00:00Z
0.376884422110553,-0.305611217860132,1933-10-23T00:00:00Z
0.407035175879397,0.376000049524009,1933-10-24T00:00:00Z
0.437185929648241,-0.598677227273583,1933-10-25T00:00:00Z
0.467336683417085,0.777765459846705,1933-10-26T00:00:00Z
0.49748743718593,-0.737934245727956,1933-10-27T00:00:00Z
0.527638190954774,-0.382298968266696,1933-10-28T00:00:00Z
0.557788944723618,-0.144098345190287,1933-10-29T00:00:00Z
0.587939698492462,0.48730185162276,1933-10-30T00:00:00Z
0.618090452261306,-0.394052713178098,1933-10-31T00:00:00Z
0.648241206030151,0.762515347450972,1933-11-01T00:00:00Z
0.678391959798995,-0.189550378825516,1933-11-02T00:00:00Z
0.708542713567839,0.584242692682892,1933-11-03T00:00:00Z
0.738693467336683,0.144006818067282,1933-11-04T00:00:00Z
0.768844221105527,0.137465679086745,1933-11-05T00:00:00Z
0.798994974874372,-0.651076657697558,1933-11-06T00:00:00Z
0.829145728643216,0.0848011672496796,1933-11-07T00:00:00Z
0.85929648241206,-0.496200862340629,1933-11-08T00:00:00Z
0.889447236180904,0.700764270499349,1933-11-09T00:00:00Z
0.919597989949748,0.947292424738407,1933-11-10T00:00:00Z
0.949748743718593,0.756581366527826,1933-11-11T00:00:00Z
0.979899497487437,0.109972410835326,1933-11-12T00:00:00Z
1.01005025125628,-0.48982825409621,1933-11-13T00:00:00Z
1.04020100502513,0.675756001845002,1933-11-14T00:00:00Z
1.07035175879397,0.144787030294538,1933-11-15T00:00:00Z
1.10050251256281,-0.340155663900077,1933-11-16T00:00:00Z
1.13065326633166,0.142779414076358,1933-11-17T00:00:00Z
1.1608040201005,0.59869115287438,1933-11-18T00:00:00Z
1.19095477386935,-0.344375138171017,1933-11-19T00:00:00Z
1.22110552763819,0.082049825694412,1933-11-20T00:00:00Z
1.25125628140704,-0.721345391590148,1933-11-21T00:00:00Z
1.28140703517588,0.687813995871693,1933-11-22T00:00:00Z
1.31155778894472,-0.492516107857227,1933-11-23T00:00:00Z
1.34170854271357,-0.700063268188387,1933-11-24T00:00:00Z
1.37185929648241,0.241910074371845,1933-11-25T00:00:00Z
1.40201005025126,0.0398136675357819,1933-11-26T00:00:00Z
1.4321608040201,0.193907663226128,1933-11-27T00:00:00Z
1.46231155778894,0.38080928241834,1933-11-28T00:00:00Z
1.49246231155779,0.0764360744506121,1933-11-29T00:00:00Z
1.52261306532663,0.791038658469915,1933-11-30T00:00:00Z
1.55276381909548,0.948487973306328,1933-12-01T00:00:00Z
1.58291457286432,0.320122014731169,1933-12-02T00:00:00Z
1.61306532663317,0.295112246647477,1933-12-03T00:00:00Z
1.64321608040201,-0.103038437664509,1933-12-04T00:00:00Z
1.67336683417085,0.795185817871243,1933-12-05T00:00:00Z
1.7035175879397,-0.302904815413058,1933-12-06T00:00:00Z
1.73366834170854,-0.773683753330261,1933-12-07T00:00:00Z
1.76381909547739,0.782770167570561,1933-12-08T00:00:00Z
1.79396984924623,0.247771183494478,1933-12-09T00:00:00Z
1.82412060301507,0.2576993573457,1933-12-10T00:00:00Z
1.85427135678392,0.845957765821368,1933-12-11T00:00:00Z
1.88442211055276,-0.903062079101801,1933-12-12T00:00:00Z
1.91457286432161,0.757489032112062,1933-12-13T00:00:00Z
1.94472361809045,0.806132391095161,1933-12-14T00:00:00Z
1.9748743718593,-0.548454857431352,1933-12-15T00:00:00Z
2.00502512562814,-0.948243805672973,1933-12-16T00:00:00Z
2.03517587939698,0.154901048634201,1933-12-17T00:00:00Z
2.06532663316583,0.980788803659379,1933-12-18T00:00:00Z
2.09547738693467,0.288566551636904,1933-12-19T00:00:00Z
2.12562814070352,0.213607055600733,1933-12-20T00:00:00Z
2.15577889447236,-0.457301683258265,1933-12-21T00:00:00Z
2.18592964824121,0.628856227733195,1933-12-22T00:00:00Z
2.21608040201005,-0.801401025615633,1933-12-23T00:00:00Z
2.24623115577889,-0.883857192937285,1933-12-24T00:00:00Z
2.27638190954774,-0.334122135769576,1933-12-25T00:00:00Z
2.30653266331658,0.545181608293205,1933-12-26T00:00:00Z
2.33668341708543,-0.748078476171941,1933-12-27T00:00:00Z
2.36683417085427,0.303926181513816,1933-12-28T00:00:00Z
2.39698492462312,0.494195828214288,1933-12-29T00:00:00Z
2.42713567839196,0.768152403645217,1933-12-30T00:00:00Z
2.4572864321608,0.508203197270632,1933-12-31T00:00:00Z
2.48743718592965,-0.888792214449495,1934-01-01T00:00:00Z
2.51758793969849,-0.897455192636698,1934-01-02T00:00:00Z
2.54773869346734,0.839686626568437,1934-01-03T00:00:00Z
2.57788944723618,0.606080292258412,1934-01-04T00:00:00Z
2.60804020100502,-0.503813221119344,1934-01-05T00:00:00Z
2.63819095477387,0.752071349415928,1934-01-06T00:00:00Z
2.66834170854271,0.917666990309954,1934-01-07T00:00:00Z
2.69849246231156,-0.509060986340046,1934-01-08T00:00:00Z
2.7286432160804,-0.00985280703753233,1934-01-09T00:00:00Z
2.75879396984925,-0.841911386232823,1934-01-10T00:00:00Z
2.78894472361809,-0.268758771941066,1934-01-11T00:00:00Z
2.81909547738693,0.0583989662118256,1934-01-12T00:00:00Z
2.84924623115578,0.216760320123285,1934-01-13T00:00:00Z
2.87939698492462,0.850368742831051,1934-01-14T00:00:00Z
2.90954773869347,0.778500410262495,1934-01-15T00:00:00Z
2.93969849246231,-0.221690803766251,1934-01-16T00:00:00Z
2.96984924623116,0.350577032659203,1934-01-17T00:00:00Z
3,0.625211860053241,1934-01-18T00:00:00Z
-3,-0.674476535059512,1934-01-19T00:00:00Z
-2.96984924623116,0.553034024778754,1934-01-20T00:00:00Z
-2.93969849246231,-0.767809669021517,1934-01-21T00:00:00Z
-2.90954773869347,-0.0592841124162078,1934-01-22T00:00:00Z
-2.87939698492462,0.730032656341791,1934-01-23T00:00:00Z
-2.84924623115578,0.434205275028944,1934-01-24T00:00:00Z
-2.81909547738693,0.845052764285356,1934-01-25T00:00:00Z
-2.78894472361809,-0.296156870666891,1934-01-26T00:00:00Z
-2.75879396984925,0.915776080917567,1934-01-27T00:00:00Z
-2.7286432160804,-0.0776635902002454,1934-01-28T00:00:00Z
-2.69849246231156,-0.409548272378743,1934-01-29T00:00:00Z
-2.66834170854271,-0.403251739218831,1934-01-30T00:00:00Z
-2.63819095477387,0.0784782199189067,1934-01-31T00:00:00Z
-2.60804020100502,0.249026576057076,1934-02-01T00:00:00Z
-2.57788944723618,0.556572631001472,1934-02-02T00:00:00Z
-2.54773869346734,-0.9920510109514,1934-02-03T00:00:00Z
-2.51758793969849,-0.765722404234111,1934-02-04T00:00:00Z
-2.48743718592965,-0.0260834433138371,1934-02-05T00:00:00Z
-2.4572864321608,0.0717746787704527,1934-02-06T00:00:00Z
-2.42713567839196,0.56244868086651,1934-02-07T00:00:00Z
-2.39698492462312,-0.291423783637583,1934-02-08T00:00:00Z
-2.36683417085427,0.77474498655647,1934-02-09T00:00:00Z
-2.33668341708543,-0.889165365602821,1934-02-10T00:00:00Z
-2.30653266331658,0.28664252627641,1934-02-11T00:00:00Z
-2.27638190954774,-0.930787340272218,1934-02-12T00:00:00Z
-2.24623115577889,0.481630197260529,1934-02-13T00:00:00Z
-2.21608040201005,0.430207693949342,1934-02-14T00:00:00Z
-2.18592964824121,0.116475048009306,1934-02-15T00:00:00Z
-2.15577889447236,0.399146726354957,1934-02-16T00:00:00Z
-2.12562814070352,0.835499961394817,1934-02-17T00:00:00Z
-2.09547738693467,0.69572566729039,1934-02-18T00:00:00Z
-2.06532663316583,0.2732142964378,1934-02-19T00:00:00Z
-2.03517587939699,-0.0367913111113012,1934-02-20T00:00:00Z
-2.00502512562814,0.533348517026752,1934-02-21T00:00:00Z
-1.9748743718593,0.136625893414021,1934-02-22T00:00:00Z
-1.94472361809045,0.357413968071342,1934-02-23T00:00:00Z
